ID,Administrative Level
1285,County
1286,County
1287,County
1288,County
1289,County
1290,County
1291,County
1292,County
1293,County
1294,County
1295,County
1296,County
1297,County
1298,County
1299,County
1300,County
1301,County
1302,County
1303,County
1304,County
1305,County
1306,County
1307,County
1308,County
1309,County
1310,County
1311,County
1312,County
1313,County
1314,County
1315,County
1316,County
1317,County
1318,County
1319,County
1320,County
1321,County
1322,City
1323,City
1324,City
1325,City
1326,City
1327,City
1328,City
1329,City
1330,City
1331,City
1332,City
1333,City
1334,City
1335,City
1336,City
1337,City
1338,City
1339,City
1340,City
1341,City
1342,City
1343,City
1344,City
1345,City
1346,City
1347,City
1348,City
1349,City
1350,City
1351,City
1352,City
1353,City
1354,City
1355,City
1356,City
1357,City
1358,City
1359,City
1360,City
1361,City
1362,City
1363,City
1364,City
1365,City
1366,City
1367,City
1368,City
1369,City
1370,City
1371,City
1372,City
1373,City
1374,City
1375,City
1376,City
1377,City
1378,City
1379,City
1380,City
1381,City
1382,City
1383,City
1384,City
1385,City
1386,City
1387,City
1388,City
1389,City
1390,City
1391,City
1392,City
1393,City
1394,City
1395,City
1396,City
1397,City
1398,City
1399,City
1400,City
1401,City
1402,City
1403,City
1404,City
1405,City
1406,City
1407,City
1408,City
1409,City
1410,City
1411,City
1412,City
1413,City
1414,City
1415,City
1416,City
1417,City
1418,City
1419,City
1420,City
1421,City
1422,City
1423,City
1424,City
1425,City
1426,City
1427,City
1428,City
1429,City
1430,City
1431,City
1432,City
1433,City
1434,City
1435,City
1436,City
1437,City
1438,City
1439,City
1440,City
1441,City
1442,City
1443,City
1444,City
1445,City
1446,City
1447,City
1448,City
1449,City
1450,City
1451,City
1452,City
1453,City
1454,City
1455,City
1456,City
1457,City
1458,City
1459,City
1460,City
1461,City
1462,City
1463,City
1464,City
1465,City
1466,City
1467,City
1468,City
1469,City
1470,City
1471,City
1472,City
1473,City
1474,City
1475,City
1476,City
1477,City
1478,City
1479,City
1480,City
1481,City
1482,City
1483,City
1484,City
1485,City
1486,City
1487,City
1488,City
1489,City
1490,City
1491,City
1492,City
1493,City
1494,City
1495,City
1496,City
1497,City
1498,City
1499,City
1500,City
1501,City
1502,City
1503,City
1504,City
1505,City
1506,City
1507,City
1508,City
1509,City
1510,City
1511,City
1512,City
1513,City
1514,City
1515,City
1516,City
1517,City
1518,City
1519,City
1520,City
1521,City
1522,City
1523,City
1524,City
1525,City
1526,City
1527,City
1528,City
1529,City
1530,City
1531,City
1532,City
1533,City
1534,City
1535,City
1536,City
1537,City
1538,City
1539,City
1540,City
1541,City
1542,City
1543,City
1544,City
1545,City
1546,City
1547,City
1548,City
1549,City
1550,City
1551,City
1552,City
1553,City
1554,City
1555,City
1556,City
1557,City
1558,City
1559,City
1560,City
1561,City
1562,City
1563,City
1564,City
1565,City
1566,City
1567,City
1568,City
1569,City
1570,City
1571,City
1572,City
1573,City
1574,City
1575,City
1576,City
1577,City
1578,City
1579,City
1580,City
1581,City
1582,City
1583,City
1584,City
1585,City
1586,City
1587,City
1588,City
1589,City
1590,City
1591,City
1592,City
1593,City
1594,City
1595,City
1596,City
1597,City
1598,City
1599,City
1600,City
1601,City
1602,City
1603,City
1604,City
1605,City
1606,City
1607,City
1608,City
1609,City
1610,City
1611,City
1612,City
1613,City
1614,City
1615,City
1616,City
1617,City
1618,City
1619,City
1620,City
1621,City
1622,City
1623,City
1624,City
1625,City
1626,City
1627,City
1628,City
1629,City
1630,City
1631,City
1632,City
1633,City
1634,City
1635,City
1636,City
1637,City
1638,City
1639,City
1640,City
1641,City
1642,City
1643,City
1644,City
1645,City
1646,City
1647,City
1648,City
1649,City
1650,City
1651,City
1652,City
1653,City
1654,City
1655,City
1656,City
1657,City
1658,City
1659,City
1660,City
1661,City
1662,City
1663,City
1664,City
1665,City
1666,City
1667,City
1668,City
1669,City
1670,City
1671,City
1672,City
1673,City
1674,City
1675,City
1676,City
1677,City
1678,City
1679,City
1680,City
1681,City
1682,City
1683,City
1684,City
1685,City
1686,City
1687,City
1688,City
1689,City
1690,City
1691,City
1692,City
1693,City
1694,City
1695,City
1696,City
1697,City
1698,City
1699,City
1700,City
1701,City
1702,City
1703,City
1704,City
1705,City
1706,City
1707,City
1708,City
1709,City
1710,City
1711,City
1712,City
1713,City
1714,City
1715,City
1716,City
1717,City
1718,City
1719,City
1720,City
1721,City
1722,City
1723,City
1724,City
1725,City
1726,City
1727,City
1728,City
1729,City
1730,City
1731,City
1732,City
1733,City
1734,City
1735,City
1736,City
1737,City
1738,City
1739,City
1740,City
1741,City
1742,City
1743,City
1744,City
1745,City
1746,City
1747,City
1748,City
1749,City
1750,City
1751,City
1752,City
1753,City
1754,City
1755,City
1756,City
1757,City
1758,City
1759,City
1760,City
1761,City
1762,City
1763,City
1764,City
1765,City
1766,City
1767,City
1768,City
1769,City
1770,City
1771,City
1772,City
1773,City
1774,City
1775,City
1776,City
1777,City
1778,City
1779,City
1780,City
1781,City
1782,City
1783,City
1784,City
1785,City
1786,City
1787,City
1788,City
1789,City
1790,City
1791,City
1792,City
1793,City
1794,City
1795,City
1796,City
1797,City
1798,City
1799,City
1800,City
1801,City
1802,City
1803,City
1804,City
1805,City
1806,City
1807,City
1808,City
1809,City
1810,City
1811,City
1812,City
1813,City
1814,City
1815,City
1816,City
1817,City
1818,City
1819,City
1820,City
1821,City
1822,City
1823,City
1824,City
1825,City
1826,City
1827,City
1828,City
1829,City
1830,City
1831,City
1832,City
1833,City
1834,City
1835,City
1836,City
1837,City
1838,City
1839,City
1840,City
1841,City
1842,City
1843,City
1844,City
1845,City
1846,City
1847,City
1848,City
1849,City
1850,City
1851,City
1852,City
1853,City
1854,City
1855,City
1856,City
1857,City
1858,City
1859,City
1860,City
1861,City
1862,City
1863,City
1864,City
1865,City
1866,City
1867,City
1868,City
1869,City
1870,City
1871,City
1872,City
1873,City
1874,City
1875,City
1876,City
1877,City
1878,City
1879,City
1880,City
1881,City
1882,City
1883,City
1884,City
1885,City
1886,City
1887,City
1888,City
1889,City
1890,City
1891,City
1892,City
1893,City
1894,City
1895,City
1896,City
1897,City
1898,City
1899,City
1900,City
1901,City
1902,City
1903,City
1904,City
1905,City
1906,City
1907,City
1908,City
1909,City
1910,City
1911,City
1912,City
1913,City
1914,City
1915,City
1916,City
1917,City
1918,City
1919,City
1920,City
1921,City
1922,City
1923,City
1924,City
1925,City
1926,City
1927,City
1928,City
1929,City
1930,City
1931,City
1932,City
1933,City
1934,City
1935,City
1936,City
1937,City
1938,City
1939,City
1940,City
1941,City
1942,City
1943,City
1944,City
1945,City
1946,City
1947,City
1948,City
1949,City
1950,City
1951,City
1952,City
1953,City
1954,City
1955,City
1956,City
1957,City
1958,City
1959,City
1960,City
1961,City
1962,City
1963,City
1964,City
1965,City
1966,City
1967,City
1968,City
1969,City
1970,City
1971,City
1972,City
1973,City
1974,City
1975,City
1976,City
1977,City
1978,City
1979,City
1980,City
1981,City
1982,City
1983,City
1984,City
1985,City
1986,City
1987,City
1988,City
1989,City
1990,City
1991,City
1992,City
1993,City
1994,City
1995,City
1996,City
1997,City
1998,City
1999,City
2000,City
2001,City
2002,City
2003,City
2004,City
2005,City
2006,City
2007,City
2008,City
2009,City
2010,City
2011,City
2012,City
2013,City
2014,City
2015,City
2016,City
2017,City
2018,City
2019,City
2020,City
2021,City
2022,City
2023,City
2024,City
2025,City
2026,City
2027,City
2028,City
2029,City
2030,City
2031,City
2032,City
2033,City
2034,City
2035,City
2036,City
2037,City
2038,City
2039,City
2040,City
2041,City
2042,City
2043,City
2044,City
2045,City
2046,City
2047,City
2048,City
2049,City
2050,City
2051,City
2052,City
2053,City
2054,City
2055,City
2056,City
2057,City
2058,City
2059,City
2060,City
2061,City
2062,City
2063,City
2064,City
2065,City
2066,City
2067,City
2068,City
2069,City
2070,City
2071,City
2072,City
2073,City
2074,City
2075,City
2076,City
2077,City
2078,City
2079,City
2080,City
2081,City
2082,City
2083,City
2084,City
2085,City
2086,City
2087,City
2088,City
2089,City
2090,City
2091,City
2092,City
2093,City
2094,City
2095,City
2096,City
2097,City
2098,City
2099,City
2100,City
2101,City
2102,City
2103,City
2104,City
2105,City
2106,City
2107,City
2108,City
2109,City
2110,City
2111,City
2112,City
2113,City
2114,City
2115,City
2116,City
2117,City
2118,City
2119,City
2120,City
2121,City
2122,City
2123,City
2124,City
2125,City
2126,City
2127,City
2128,City
2129,City
2130,City
2131,City
2132,City
2133,City
2134,City
2135,City
2136,City
2137,City
2138,City
2139,City
2140,City
2141,City
2142,City
2143,City
2144,City
2145,City
2146,City
2147,City
2148,City
2149,City
2150,City
2151,City
2152,City
2153,City
2154,City
2155,City
2156,City
2157,City
2158,City
2159,City
2160,City
2161,City
2162,City
2163,City
2164,City
2165,City
2166,City
2167,City
2168,City
2169,City
2170,City
2171,City
2172,City
2173,City
2174,City
2175,City
2176,City
2177,City
2178,City
2179,City
2180,City
2181,City
2182,City
2183,City
2184,City
2185,City
2186,City
2187,City
2188,City
2189,City
2190,City
2191,City
2192,City
2193,City
2194,City
2195,City
2196,City
2197,City
2198,City
2199,City
2200,City
2201,City
2202,City
2203,City
2204,City
2205,City
2206,City
2207,City
2208,City
2209,City
2210,City
2211,City
2212,City
2213,City
2214,City
2215,City
2216,City
2217,City
2218,City
2219,City
2220,City
2221,City
2222,City
2223,City
2224,City
2225,City
2226,City
2227,City
2228,City
2229,City
2230,City
2231,City
2232,City
2233,City
2234,City
2235,City
2236,City
2237,City
2238,City
2239,City
2240,City
2241,City
2242,City
2243,City
2244,City
2245,City
2246,City
2247,City
2248,City
2249,City
2250,City
2251,City
2252,City
2253,City
2254,City
2255,City
2256,City
2257,City
2258,City
2259,City
2260,City
2261,City
2262,City
2263,City
2264,City
2265,City
2266,City
2267,City
2268,City
2269,City
2270,City
2271,City
2272,City
2273,City
2274,City
2275,City
2276,City
2277,City
2278,City
2279,City
2280,City
2281,City
2282,City
2283,City
2284,City
2285,City
2286,City
2287,City
2288,City
2289,City
2290,City
2291,City
2292,City
2293,City
2294,City
2295,City
2296,City
2297,City
2298,City
2299,City
2300,City
2301,City
2302,City
2303,City
2304,City
2305,City
2306,City
2307,City
2308,City
2309,City
2310,City
2311,City
2312,City
2313,City
2314,City
2315,City
2316,City
2317,City
2318,City
2319,City
2320,City
2321,City
2322,City
2323,City
2324,City
2325,City
2326,City
2327,City
2328,City
2329,City
2330,City
2331,City
2332,City
2333,City
2334,City
2335,City
2336,City
2337,City
2338,City
2339,City
2340,City
2341,City
2342,City
2343,City
2344,City
2345,City
2346,City
2347,City
2348,City
2349,City
2350,City
2351,City
2352,City
2353,City
2354,City
2355,City
2356,City
2357,City
2358,City
2359,City
2360,City
2361,City
2362,City
2363,City
2364,City
2365,City
2366,City
2367,City
2368,City
2369,City
2370,City
2371,City
2372,City
2373,City
2374,City
2375,City
2376,City
2377,City
2378,City
2379,City
2380,City
2381,City
2382,City
2383,City
2384,City
2385,City
2386,City
2387,City
2388,City
2389,City
2390,City
2391,City
2392,City
2393,City
2394,City
2395,City
2396,City
2397,City
2398,City
2399,City
2400,City
2401,City
2402,City
2403,City
2404,City
2405,City
2406,City
2407,City
2408,City
2409,City
2410,City
2411,City
2412,City
2413,City
2414,City
2415,City
2416,City
2417,City
2418,City
2419,City
2420,City
2421,City
2422,City
2423,City
2424,City
2425,City
2426,City
2427,City
2428,City
2429,City
2430,City
2431,City
2432,City
2433,City
2434,City
2435,City
2436,City
2437,City
2438,City
2439,City
2440,City
2441,City
2442,City
2443,City
2444,City
2445,City
2446,City
2447,City
2448,City
2449,City
2450,City
2451,City
2452,City
2453,City
2454,City
2455,City
2456,City
2457,City
2458,City
2459,City
2460,City
2461,City
2462,City
2463,City
2464,City
2465,City
2466,City
2467,City
2468,City
2469,City
2470,City
2471,City
2472,City
2473,City
2474,City
2475,City
2476,City
2477,City
2478,City
2479,City
2480,City
2481,City
2482,City
2483,City
2484,City
2485,City
2486,City
2487,City
2488,City
2489,City
2490,City
2491,City
2492,City
2493,City
2494,City
2495,City
2496,City
2497,City
2498,City
2499,City
2500,City
2501,City
2502,City
2503,City
2504,City
2505,City
2506,City
2507,City
2508,City
2509,City
2510,City
2511,City
2512,City
2513,City
2514,City
2515,City
2516,City
2517,City
2518,City
2519,City
2520,City
2521,City
2522,City
2523,City
2524,City
2525,City
2526,City
2527,City
2528,City
2529,City
2530,City
2531,City
2532,City
2533,City
2534,City
2535,City
2536,City
2537,City
2538,City
2539,City
2540,City
2541,City
2542,City
2543,City
2544,City
2545,City
2546,City
2547,City
2548,City
2549,City
2550,City
2551,City
2552,City
2553,City
2554,City
2555,City
2556,City
2557,City
2558,City
2559,City
2560,City
2561,City
2562,City
2563,City
2564,City
2565,City
2566,City
2567,City
2568,City
2569,City
2570,City
2571,City
2572,City
2573,City
2574,City
2575,City
2576,City
2577,City
